"club_id","season","Y_margin_sum","n_sales_Y","spend_sum","n_buys","n_sales_tot","n_costzero","costzero_share","betweenness","out_degree","in_degree"
749,2021,9e+05,5,9e+06,6,5,3,0.6,115.43455988456,3,3
750,2009,-1450000,2,7500000,4,3,3,1,69.8952436452437,2,1
750,2010,7e+05,1,3300000,2,2,2,1,37.0662448662449,2,0
750,2011,8825000,1,5250000,4,2,0,0,15.8040556665557,1,1
750,2012,14510000,3,7550000,4,4,2,0.5,459.780704967547,3,2
750,2013,1e+05,2,3150000,3,2,2,1,0,1,0
762,2010,4e+07,1,11480000,3,1,1,1,98.6207126207126,1,2
762,2011,880000,1,2.7e+07,6,4,4,1,332.090599398881,2,4
762,2012,-5e+05,1,31965000,9,3,2,0.666666666666667,430.466542213825,1,6
762,2013,70000,1,0,0,2,0,0,0,1,0
762,2014,13200000,3,43020000,7,3,0,0,293.289899098436,2,4
762,2015,1200000,3,106910000,8,4,0,0,132.373892728296,1,5
762,2017,-12590000,6,39300000,5,6,2,0.333333333333333,131.510895890315,3,4
762,2018,-80850000,6,56400000,6,6,1,0.166666666666667,177.616398951925,4,2
762,2019,11640000,2,67400000,3,2,0,0,83.1871723261109,2,3
762,2020,-925000,1,3.9e+07,3,1,1,1,0,0,0
762,2021,0,0,29400000,1,0,0,0,0,0,1
798,2014,-25000,1,0,0,1,1,1,0,0,0
798,2015,-225000,1,3e+05,1,1,1,1,0,0,0
798,2017,0,0,3e+05,1,0,0,0,0,0,0
798,2018,150000,1,0,0,1,0,0,0,1,0
800,2009,10930000,3,10500000,6,4,4,1,11.2802742579058,2,1
800,2011,5250000,2,1.4e+07,4,5,4,0.8,1.21646768264415,2,0
800,2012,10800000,2,16950000,8,3,1,0.333333333333333,129.84322431954,3,6
800,2013,4475000,3,11325000,9,3,3,1,28.0150500213581,2,2
800,2014,6600000,5,10670000,4,7,4,0.571428571428571,56.4813698728173,5,3
800,2015,19600000,8,23830000,11,8,3,0.375,275.233305615953,3,6
800,2016,10450000,5,13840000,6,5,1,0.2,163.415423808218,4,2
800,2017,-3695000,5,61370000,11,5,2,0.4,202.83789197532,3,6
800,2018,6875000,4,38800000,8,4,1,0.25,203.916488903254,1,3
800,2019,66800000,9,57650000,6,9,2,0.222222222222222,280.217693952355,6,3
800,2020,-14400000,6,55600000,6,6,0,0,736.262335529967,4,3
800,2021,-17400000,6,6.5e+07,5,6,0,0,667.372183372183,5,5
826,2009,-1500000,1,4950000,4,1,1,1,0,1,1
826,2010,4915000,2,0,0,3,2,0.666666666666667,0,1,0
826,2014,2500000,1,0,0,1,0,0,0,1,0
826,2020,0,0,1.9e+07,4,0,0,0,0,0,2
826,2021,-1500000,2,16100000,5,2,0,0,23.4380952380952,1,1
855,2013,6700000,1,1200000,2,1,1,1,0,1,0
855,2014,2150000,1,2400000,2,1,1,1,0,0,0
855,2015,5600000,1,1950000,2,1,0,0,0,1,0
855,2016,1e+06,1,0,0,1,0,0,0,1,0
855,2017,-1250000,3,1375000,3,3,1,0.333333333333333,31.0117063492063,2,1
855,2018,1e+06,1,3500000,2,1,0,0,7.23888888888889,1,1
862,2009,0,0,1900000,4,3,2,0.666666666666667,0,0,0
862,2010,75000,1,6100000,8,1,1,1,45.4952242202242,0,3
862,2011,750000,2,1.1e+07,10,6,2,0.333333333333333,117,3,3
862,2012,-1743000,5,10300000,4,5,2,0.4,0.642857142857143,2,2
862,2013,2575000,2,3400000,5,5,1,0.2,0.878210678210678,1,2
862,2014,-4160000,4,7350000,8,5,2,0.4,59.6059104572185,2,4
862,2015,8787000,5,5150000,4,5,2,0.4,17.745646020646,3,0
862,2016,5e+06,2,12572000,5,2,1,0.5,4.45861858729506,1,2
862,2017,1521000,10,2650000,6,10,3,0.3,18.0537119743002,2,1
862,2018,6200000,5,9250000,6,6,2,0.333333333333333,92.2639959713489,2,3
873,2013,0,0,3.3e+07,13,0,0,0,40.0972943722944,0,4
873,2014,-9530000,2,31220000,8,2,1,0.5,87.8857324538207,1,5
873,2015,0,0,28800000,3,1,1,1,28.486662846957,1,2
873,2016,35500000,3,9.8e+07,7,4,2,0.5,87.4309383852862,2,4
873,2017,1e+06,1,48950000,4,1,0,0,14.3351562730355,1,2
873,2018,0,0,10700000,1,0,0,0,0,0,1
873,2019,1.5e+07,1,6100000,2,1,0,0,8.7471361971362,1,1
873,2020,4e+06,1,18900000,2,1,0,0,0,1,0
873,2021,0,0,73440000,5,0,0,0,35.1654872904873,0,2
897,2009,125000,1,2e+06,1,2,2,1,50.7095598845599,1,1
897,2010,12100000,2,0,0,3,3,1,0,1,0
897,2014,0,0,2e+05,1,0,0,0,0,0,0
897,2015,0,0,8e+06,2,0,0,0,0,0,1
897,2016,17500000,1,7e+06,3,1,0,0,0,1,0
897,2017,4500000,2,9500000,4,2,0,0,59.3130101258391,1,3
931,2009,0,0,6930000,5,0,0,0,0,0,0
931,2010,-3800000,2,11050000,4,4,3,0.75,253.773917967997,2,4
931,2011,0,0,18130000,6,4,1,0.25,574.121750295628,1,4
931,2012,18100000,2,1e+07,3,6,3,0.5,164.334362859363,2,3
931,2013,2500000,1,26900000,5,1,0,0,0,0,2
931,2018,850000,2,115100000,8,2,1,0.5,77.9994408369408,1,3
931,2020,0,0,29550000,6,0,0,0,182.998124098124,0,4
940,2012,0,0,4150000,4,0,0,0,0,0,1
940,2013,1800000,1,6e+06,3,1,1,1,152.968315018315,1,3
940,2014,0,1,3900000,4,1,0,0,0,0,0
940,2015,-2400000,4,16300000,5,5,1,0.2,78.2184890900667,3,3
940,2016,17600000,2,8400000,4,2,0,0,0,1,0
940,2017,9e+06,2,26800000,5,2,0,0,20.6962780468585,2,1
940,2018,-11500000,8,29500000,5,8,0,0,193.209096867185,5,1
940,2019,-7050000,5,20900000,2,5,0,0,27.2951777929407,3,1
940,2020,-2e+06,1,3e+06,2,1,0,0,0,0,0
940,2021,8e+05,1,8e+06,2,1,0,0,87.4761904761905,1,1
969,2010,12400000,2,4300000,4,3,3,1,112.819821844822,2,1
969,2011,0,0,2e+06,1,1,0,0,0,1,0
969,2012,15750000,2,12500000,4,2,1,0.5,101.161985584748,2,2
969,2013,6500000,2,2500000,3,4,0,0,68.3424603174603,2,1
969,2014,5600000,2,4e+06,3,2,0,0,121.944888444888,2,1
969,2015,3400000,2,1775000,2,2,1,0.5,115.666666666667,2,1
969,2016,-1e+06,3,6400000,4,4,1,0.25,129.809632412651,4,0
969,2017,11450000,3,5700000,3,3,0,0,30.6216600942917,2,1
969,2018,-10300000,3,10150000,6,3,0,0,88.6894003055768,3,1
969,2019,3e+06,4,18800000,4,4,0,0,159.224021988952,2,3
969,2020,0,0,13100000,3,0,0,0,0,0,0
969,2021,-3e+06,2,0,0,2,0,0,27.1253968253968,2,0
979,2014,5e+05,1,0,0,1,1,1,0,0,0
979,2015,-2e+05,1,0,0,1,0,0,0,0,0
979,2017,1100000,3,0,0,3,0,0,11.8791666666667,2,0
979,2018,740000,1,0,0,2,0,0,0,1,0
979,2019,-750000,1,2e+06,2,1,0,0,0,1,0
979,2020,-3e+05,1,0,0,1,0,0,0,0,0
982,2009,4450000,1,8e+05,2,2,2,1,35.1789215686274,2,0
982,2010,0,0,1400000,2,0,0,0,0,0,0
982,2011,2450000,2,750000,1,2,2,1,117,1,1
982,2012,1350000,2,40000,1,2,0,0,0,1,0
982,2013,0,0,1300000,2,0,0,0,0,0,1
982,2014,-1010000,3,0,0,3,0,0,0,1,0
982,2015,180000,2,0,0,2,0,0,0,0,0
982,2016,-8800000,3,1e+05,1,3,0,0,0,1,0
982,2018,0,0,2700000,2,0,0,0,0,0,0
982,2020,1e+05,1,5e+05,1,1,0,0,0,0,0
984,2010,0,0,13830000,7,1,1,1,99.1861111111111,0,2
984,2011,3150000,2,8038000,4,5,4,0.8,10.2583083583084,1,1
984,2012,-6770000,1,5e+06,1,2,2,1,0,0,0
984,2013,7300000,1,12900000,2,2,0,0,29.3714580423391,2,2
984,2014,1950000,1,24880000,5,1,0,0,0,0,1
984,2015,10045000,3,42900000,5,4,1,0.25,35.317909541439,2,2
984,2016,2.1e+07,3,37900000,4,4,0,0,67.5921285392641,1,3
984,2017,0,0,49700000,6,1,0,0,97.7526897188254,0,5
984,2020,1e+05,2,40560000,6,2,0,0,156.590476190476,1,3
985,2009,54765000,4,27300000,3,5,5,1,234.265477215709,3,2
985,2010,15050000,3,29300000,4,3,3,1,55.5665618007723,1,2
985,2011,1500000,4,62300000,3,7,4,0.571428571428571,247.185583860584,4,3
985,2012,-550000,1,76450000,6,3,3,1,233.697811367377,2,3
985,2013,0,0,77130000,2,0,0,0,19.3969132316958,0,2
985,2014,-11200000,5,187750000,6,6,2,0.333333333333333,575.767415557152,5,5
985,2015,59770000,6,1.56e+08,5,7,3,0.428571428571429,277.670001913229,4,5
985,2016,-11350000,5,1.85e+08,3,5,0,0,158.871314511941,4,3
985,2017,15500000,2,198400000,4,2,0,0,40.3801273945797,2,4
985,2018,4250000,3,82700000,3,3,0,0,41.4333333333333,1,1
985,2019,-29820000,3,222800000,4,3,0,0,87.6249054866702,2,3
985,2020,7e+05,2,83800000,4,2,0,0,189.576822621823,2,3
985,2021,11100000,1,1.4e+08,3,1,0,0,100.953607503608,1,3
989,2015,0,0,53910000,7,1,1,1,29.3323060996974,0,3
989,2016,12450000,3,38340000,6,6,3,0.5,0,0,2
989,2017,0,0,34300000,2,0,0,0,0,0,1
989,2018,1.4e+07,3,89100000,5,3,0,0,235.218569094304,2,3
989,2019,-5300000,3,52210000,4,3,0,0,116,2,0
993,2014,0,0,250000,1,0,0,0,0,0,0
995,2013,0,0,3e+06,4,1,0,0,0,0,0
995,2014,0,0,420000,1,0,0,0,0,0,0
995,2015,-24700000,6,7e+06,5,7,4,0.571428571428571,206.311934075557,5,3
995,2016,245000,3,5e+06,4,3,1,0.333333333333333,115,0,2
995,2017,-6e+05,3,11300000,4,3,0,0,28.4552718775528,1,2
995,2018,1950000,2,14050000,5,3,0,0,140.724570690747,3,1
995,2019,-24800000,5,17950000,6,5,1,0.2,39.5177098076722,3,1
995,2020,-1e+06,2,5e+06,1,2,1,0.5,0,0,1
995,2021,-3900000,4,7500000,1,4,0,0,47.3500111000111,2,1
1003,2014,0,0,22860000,4,0,0,0,0,0,1
1003,2015,1e+06,2,49900000,7,2,1,0.5,64.0326375379007,0,5
1003,2016,-27650000,6,92100000,6,6,2,0.333333333333333,172.6036702174,4,2
1003,2017,39600000,3,81345000,7,3,0,0,67.5792944542558,2,3
1003,2018,44300000,3,114600000,7,3,1,0.333333333333333,231.866605118308,2,4
1003,2019,37700000,2,104300000,4,2,0,0,70.3770959432724,1,3
1003,2020,-1730000,3,5.5e+07,2,3,0,0,96.9,2,2
1003,2021,-8e+06,1,67600000,3,1,0,0,93.4515873015873,0,2
1005,2010,1075000,2,4250000,3,3,3,1,1.25,1,1
1005,2011,2800000,1,1050000,1,5,4,0.8,2.34848484848485,3,0
1005,2019,-1e+05,2,3900000,5,2,2,1,230,0,2
1010,2015,4720000,2,80800000,11,3,1,0.333333333333333,300.190764290687,0,8
1010,2016,42100000,6,69700000,9,8,0,0,325.363721248353,4,5
1010,2017,1100000,5,71400000,9,5,1,0.2,238.639585876607,3,4
1010,2018,-7460000,4,30100000,8,4,0,0,73.8818181818182,1,4
1010,2019,1e+07,3,48500000,4,3,0,0,26.3507331184151,2,2
1010,2021,-1450000,4,24800000,5,4,0,0,376.79087024087,3,3
1020,2009,3300000,2,8800000,3,8,7,0.875,132.97085706691,4,1
1025,2009,4875000,2,8950000,4,4,4,1,42.0055555555556,2,3
1025,2010,2700000,1,21560000,11,3,2,0.666666666666667,238.935704938337,3,5
1025,2011,3250000,3,20083000,12,6,3,0.5,110.992427043201,6,5
1025,2012,12700000,1,8685000,7,2,0,0,102.220174270174,2,3
1025,2013,15200000,4,6090000,5,5,2,0.4,0,2,2
1025,2015,-50000,2,22580000,10,2,0,0,101.722107854306,0,4
1025,2016,7e+05,2,31300000,11,3,0,0,52.4687941285767,2,4
1025,2017,0,0,1.3e+07,6,0,0,0,2.28730158730159,0,2
1025,2018,13131000,9,29800000,7,9,1,0.111111111111111,38.1264705882353,4,2
1025,2019,7100000,7,67045000,13,7,0,0,132.912899780388,4,3
1025,2020,2e+06,1,1972000,3,1,0,0,0,1,0
1025,2021,-1400000,1,26410000,5,1,0,0,200.7,1,2
1032,2012,-11100000,1,10820000,6,1,1,1,20.7459706959707,0,2
1038,2009,7425000,4,8500000,2,7,7,1,212.137678575295,5,2
1038,2010,4450000,1,24290000,9,3,3,1,52.1420246420246,2,4
1038,2012,5250000,2,17400000,7,2,0,0,8.8040404040404,2,1
1038,2013,-16050000,4,19600000,6,7,6,0.857142857142857,65.967840226509,6,3
1038,2014,14820000,6,22450000,7,8,4,0.5,166.302995044744,4,5
1038,2015,2320000,4,34670000,8,4,0,0,42.4960386838251,1,3
1038,2016,7332000,14,38150000,14,14,2,0.142857142857143,519.670966198404,11,5
1038,2017,-110640000,5,48750000,8,5,1,0.2,199.849567799068,4,5
1038,2018,18950000,4,48950000,8,4,0,0,195.303415203647,3,3
1038,2019,-3960000,10,63250000,8,10,2,0.2,326.842876150914,4,5
1038,2020,1e+06,2,15650000,7,2,0,0,222.181263181263,1,4
1038,2021,-3e+06,2,1.4e+07,3,2,0,0,146.137301587302,2,2
1039,2011,0,0,25610000,8,2,2,1,377.79408687288,1,6
1039,2012,335000,1,50350000,7,3,3,1,180.50687455819,0,4
1039,2014,20540000,3,40938000,7,4,0,0,174.493074703075,4,2
1041,2009,12300000,2,82700000,6,6,6,1,450.687668280006,4,4
1041,2010,0,0,2.8e+07,2,4,4,1,166.036063936064,3,2
1041,2011,-7e+06,1,4600000,3,2,2,1,26.4098706848707,2,1
1041,2012,13925000,5,8750000,3,6,2,0.333333333333333,344.4700216058,5,3
1041,2013,9800000,3,3e+06,2,4,0,0,82.9244152046784,2,2
1041,2014,-18500000,2,5650000,3,2,0,0,96.6011904761905,2,2
1041,2015,21475000,6,41100000,7,6,0,0,240.937038134761,5,4
1041,2016,21375000,3,28600000,3,3,0,0,39.8242809383599,3,1
1041,2017,73950000,6,59500000,8,6,0,0,322.423919559252,3,6
1041,2018,37100000,9,46450000,5,9,0,0,634.672870675076,8,2
1041,2019,11820000,8,1.22e+08,8,8,0,0,276.164249655646,5,3
1041,2020,-33300000,7,33250000,4,7,0,0,527.333670350118,6,2
1041,2021,-3500000,4,6e+06,1,4,0,0,200.684906759907,4,1
1049,2009,12500000,1,5e+06,1,2,2,1,109.759199572357,2,1
1049,2010,23750000,1,27550000,5,5,5,1,425.187295526111,5,3
1049,2011,27200000,3,3.2e+07,6,3,3,1,123.686562147862,2,3
1049,2012,9450000,3,23200000,5,5,2,0.4,333.261801998087,4,3
1049,2013,18700000,3,19970000,6,5,0,0,139.094841269841,2,2
1049,2014,5850000,8,55050000,5,9,1,0.111111111111111,482.854803139756,5,4
1049,2015,38300000,3,143500000,9,3,0,0,108.335460968564,3,5
1049,2016,42400000,5,3.4e+07,3,6,0,0,100.931911303351,5,1
1049,2017,50000,6,5.1e+07,5,6,0,0,100.52035407403,3,3
1049,2018,-9200000,6,126200000,9,6,0,0,557.240796866532,4,7
1049,2019,33300000,4,7.5e+07,6,4,0,0,130.945212131536,4,4
1049,2020,-19650000,5,0,0,5,0,0,131.109271284271,4,0
1049,2021,0,0,1.1e+07,2,0,0,0,0,0,1
1050,2009,3700000,1,22900000,3,3,3,1,27.2746864246864,1,1
1050,2010,6820000,3,4250000,2,6,5,0.833333333333333,47.0474109224109,2,1
1050,2011,22650000,3,31300000,6,3,2,0.666666666666667,315.781544990098,3,5
1050,2013,9700000,1,1.6e+07,5,1,0,0,0,1,0
1050,2014,6950000,3,17700000,4,3,0,0,98.2622562573879,2,3
1050,2015,-16240000,4,46200000,6,5,2,0.4,77.840728243205,2,4
1050,2016,37550000,4,55950000,7,5,0,0,159.919365667872,2,5
1050,2017,52500000,4,43500000,5,4,0,0,150.840974319359,1,5
1050,2018,-27200000,4,92900000,8,4,0,0,202.592799598063,2,6
1050,2019,15500000,8,43800000,5,8,0,0,109.261652123097,3,3
1050,2020,-5300000,5,35250000,6,5,0,0,366.500865800866,4,2
1050,2021,-3550000,5,54500000,4,5,0,0,424.416089466089,3,2
1071,2009,0,0,17750000,7,2,2,1,46.8370240870241,2,1
1071,2010,0,0,11400000,5,2,1,0.5,47.8175019425019,1,2
1071,2011,0,0,12380000,4,2,1,0.5,38.3586080586081,2,1
1071,2012,5e+06,1,10435000,3,2,0,0,62.2865079365079,1,2
1075,2009,2950000,1,250000,2,4,4,1,216.652149647738,3,1
1075,2010,9e+05,1,8e+05,4,3,3,1,201.334204099994,2,3
1075,2011,12340000,3,5288000,6,3,2,0.666666666666667,287.203968253968,2,4
1075,2012,-1e+06,1,850000,2,3,1,0.333333333333333,115,1,1
1075,2013,5125000,2,4676000,5,3,1,0.333333333333333,15.6484362114158,2,1
1075,2014,-50000,1,17900000,5,1,0,0,30.3151487401487,0,2
1075,2015,16700000,3,4100000,8,4,0,0,32.0707303807304,2,2
1075,2016,-4e+06,5,8120000,6,5,0,0,205.676730487472,3,2
1075,2017,5530000,5,5796000,5,5,0,0,137.468981835158,2,1
1075,2018,10800000,3,7010000,4,3,0,0,17.3456099456099,2,1
1075,2019,-12750000,6,5500000,4,6,0,0,240.5432113638,2,3
1075,2020,1e+07,4,1.1e+07,2,4,0,0,26.4233044733045,2,1
1075,2021,-8790000,6,4100000,4,6,0,0,221.558080808081,2,2
1082,2009,0,0,8600000,3,2,2,1,168.19425019425,1,3
1082,2010,0,0,0,0,2,2,1,0,1,0
1082,2011,26150000,3,23200000,7,7,5,0.714285714285714,464.80685285217,5,4
1082,2012,15200000,2,22500000,6,2,2,1,316.032178932179,2,3
1082,2013,-12300000,4,2950000,2,4,1,0.25,173.198244707649,2,1
1082,2014,6630000,3,7800000,3,3,0,0,10.0496753246753,3,0
1082,2015,2925000,6,12900000,8,6,0,0,172.04928151058,4,5
1082,2016,-19200000,7,20500000,5,7,0,0,222.198889984322,5,3
1082,2017,6500000,5,76500000,10,5,0,0,183.431705891035,4,3
1082,2018,12800000,10,8900000,3,10,0,0,219.22978645022,7,1
1082,2019,59800000,6,9.9e+07,11,6,0,0,560.930992834279,5,5
1082,2020,9250000,3,40300000,4,3,0,0,32.4011904761905,2,1
1082,2021,-21690000,7,1.3e+07,2,7,0,0,348.223015873016,5,1
1084,2009,0,0,1600000,2,1,1,1,26.2169413919414,1,1
1084,2010,0,0,25045000,12,0,0,0,113.70463980464,0,4
1084,2011,0,0,59250000,8,0,0,0,143.964964537526,0,6
1084,2012,31500000,5,0,0,6,1,0.166666666666667,105.335095704949,4,0
1084,2013,15400000,4,4630000,7,5,0,0,161.687554112554,3,2
1084,2014,1.4e+07,3,5e+05,1,5,1,0.2,118.836133311133,3,1
1084,2015,20225000,6,7700000,4,8,0,0,80.7836293390705,5,1
1084,2016,0,0,12100000,5,0,0,0,27.8594634897267,0,3
1084,2017,-5500000,3,10500000,5,4,0,0,86.3416460790522,4,0
1085,2009,0,0,6e+05,1,0,0,0,0,0,1
1085,2011,-1120000,1,0,0,1,0,0,0,0,0
1085,2013,-5950000,1,50000,1,1,0,0,0,1,0
1085,2014,-13800000,2,0,0,2,0,0,3.16666666666667,2,0
1085,2015,5e+05,1,0,0,1,0,0,0,1,0
1085,2016,-3675000,2,0,0,2,0,0,339,2,0
1085,2017,-4300000,3,0,0,3,0,0,0,1,0
1085,2018,-4e+05,3,0,0,3,0,0,0,1,0
1085,2019,-5e+05,1,1e+06,1,1,0,0,0,1,0
1090,2009,2600000,1,6e+06,3,3,3,1,51.8434343434344,1,1
1090,2010,7625000,3,3100000,4,5,4,0.8,39.4455183705184,4,0
1090,2011,6850000,4,4600000,3,6,4,0.666666666666667,337.478705066863,4,2
1090,2012,3900000,3,4950000,6,4,1,0.25,387.684162072093,3,3
1090,2013,13200000,2,4750000,3,3,1,0.333333333333333,211.661621973658,2,3
1090,2014,8e+05,1,1500000,3,2,0,0,20.3911838161838,2,0
1090,2015,-7900000,4,4700000,5,5,0,0,339.489133273847,4,3
1090,2016,2.2e+07,2,4350000,3,2,0,0,115,2,1
1090,2017,7100000,3,5700000,3,3,0,0,81.1823762590505,3,1
1090,2018,-6e+06,3,6800000,5,3,0,0,241.902075702076,3,3
1090,2019,13350000,3,6500000,3,3,0,0,0,0,1
1090,2020,4550000,2,2600000,1,2,0,0,0,1,0
1090,2021,-2500000,4,6950000,4,4,0,0,442.829256854257,4,2
1095,2012,-5150000,2,5e+05,1,3,3,1,0,1,0
1095,2015,7e+05,3,3e+05,1,3,3,1,35.1587301587302,2,0
1095,2021,0,0,17100000,6,0,0,0,39.4428571428571,0,2
1108,2016,0,0,5580000,3,0,0,0,0,0,0
1108,2017,0,2,12330000,6,2,0,0,64.939698746386,1,4
1108,2018,6700000,2,1e+07,4,2,0,0,10.4592352092352,2,1
1108,2019,5500000,2,10770000,5,2,0,0,19.4560271427918,1,2
1108,2020,-5200000,2,0,0,2,0,0,0,1,0
1108,2021,-2800000,2,1150000,1,2,0,0,0,0,0
1110,2017,-345000,3,56750000,9,3,3,1,48.9735490653138,1,3
1110,2018,9700000,1,48200000,7,2,1,0.5,64.2105921855922,0,3
1123,2011,0,0,15250000,7,2,2,1,3.36111111111111,0,2
1123,2012,0,0,11080000,6,1,1,1,107.805194805195,0,3
1123,2013,-1420000,3,28500000,6,6,2,0.333333333333333,114.944533095492,1,3
1123,2015,18840000,4,48700000,8,4,1,0.25,69.4649331132068,1,4
1123,2019,-2300000,3,5815000,4,3,2,0.666666666666667,88.3843253968254,1,2
1123,2021,3400000,1,60150000,7,1,0,0,83.4944805194805,1,3
1132,2009,-260000,1,13540000,8,1,1,1,0,0,1
1132,2014,0,0,12620000,6,0,0,0,11.149570984571,0,2
1132,2016,0,1,45600000,6,1,0,0,0,0,0
1132,2017,20500000,3,35740000,6,3,2,0.666666666666667,46.4051851210365,2,4
1132,2018,6500000,1,3.3e+07,3,1,1,1,0,0,1
1132,2019,9550000,2,23850000,4,2,1,0.5,0,1,0
1132,2020,0,0,1100000,1,0,0,0,0,0,1
1132,2021,2300000,1,31900000,3,1,0,0,4.48333333333333,1,1
1147,2011,0,0,2e+05,1,0,0,0,0,0,0
1147,2012,0,0,0,0,1,1,1,0,0,0
1148,2021,0,0,37200000,4,0,0,0,0,0,1
1158,2009,0,0,7e+06,5,4,4,1,62.4206321456322,3,1
1158,2010,9e+06,1,6e+06,4,2,1,0.5,17.8083333333333,1,1
1158,2011,10100000,2,11100000,6,3,2,0.666666666666667,79.2916666666666,3,0
1158,2012,4600000,2,1e+07,3,2,0,0,57.8538738149722,2,1
