club_id,season,Y_margin_sum,n_sales_Y,spend_sum,n_buys,n_sales_tot,n_costzero,costzero_share
398,2009,4000000.0,1.0,30650000.0,6.0,2.0,2.0,1.0
398,2010,22260000.0,2.0,29500000.0,5.0,4.0,3.0,0.75
398,2011,3150000.0,2.0,22340000.0,7.0,5.0,2.0,0.4
398,2012,0.0,0.0,1530000.0,2.0,2.0,2.0,1.0
398,2013,23150000.0,2.0,26830000.0,5.0,5.0,1.0,0.2
398,2014,-100000.0,1.0,12250000.0,3.0,1.0,0.0,0.0
398,2015,1550000.0,1.0,31250000.0,6.0,3.0,0.0,0.0
398,2016,23300000.0,3.0,32700000.0,7.0,4.0,0.0,0.0
398,2017,57120000.0,5.0,14600000.0,5.0,5.0,0.0,0.0
398,2018,28000000.0,1.0,51280000.0,6.0,1.0,0.0,0.0
398,2019,-5800000.0,4.0,46876000.0,11.0,4.0,0.0,0.0
398,2020,-250000.0,3.0,40620000.0,3.0,3.0,0.0,0.0
398,2021,-2000000.0,1.0,12560000.0,4.0,1.0,0.0,0.0
399,2020,0.0,0.0,105800000.0,6.0,0.0,0.0,0.0
399,2021,0.0,0.0,58900000.0,4.0,0.0,0.0,0.0
403,2010,0.0,0.0,0.0,0.0,1.0,1.0,1.0
403,2012,0.0,0.0,25000.0,1.0,0.0,0.0,0.0
403,2015,-88850000.0,2.0,300000.0,1.0,2.0,1.0,0.5
403,2016,0.0,0.0,150000.0,1.0,0.0,0.0,0.0
403,2017,-75000.0,1.0,225000.0,2.0,1.0,0.0,0.0
403,2018,2500000.0,1.0,100000.0,1.0,1.0,0.0,0.0
403,2019,-220000.0,1.0,250000.0,1.0,1.0,0.0,0.0
403,2020,-490000.0,2.0,1075000.0,4.0,2.0,0.0,0.0
403,2021,-500000.0,2.0,750000.0,1.0,2.0,0.0,0.0
405,2009,0.0,0.0,46900000.0,6.0,3.0,3.0,1.0
405,2010,22800000.0,2.0,37400000.0,3.0,4.0,4.0,1.0
405,2011,16920000.0,2.0,19335000.0,4.0,4.0,2.0,0.5
405,2012,0.0,0.0,27830000.0,8.0,1.0,0.0,0.0
405,2013,300000.0,1.0,19840000.0,7.0,2.0,0.0,0.0
405,2014,-2385000.0,4.0,13450000.0,4.0,4.0,0.0,0.0
405,2015,46450000.0,5.0,66200000.0,9.0,5.0,0.0,0.0
405,2019,500000.0,1.0,159100000.0,13.0,1.0,1.0,1.0
405,2020,270000.0,1.0,101350000.0,5.0,1.0,1.0,1.0
405,2021,19800000.0,3.0,99820000.0,3.0,3.0,0.0,0.0
410,2009,27600000.0,5.0,18333000.0,11.0,6.0,6.0,1.0
410,2010,10700000.0,2.0,13550000.0,8.0,5.0,5.0,1.0
410,2011,52000000.0,5.0,20611000.0,9.0,9.0,5.0,0.5555555555555556
410,2012,51175000.0,5.0,26400000.0,8.0,6.0,2.0,0.3333333333333333
410,2013,26100000.0,5.0,24410000.0,14.0,5.0,1.0,0.2
410,2014,8350000.0,5.0,29200000.0,10.0,6.0,1.0,0.16666666666666666
410,2015,-19200000.0,7.0,21420000.0,9.0,8.0,1.0,0.125
410,2016,-31500000.0,5.0,26000000.0,6.0,5.0,0.0,0.0
410,2017,-81775000.0,4.0,22441000.0,10.0,5.0,0.0,0.0
410,2018,111000.0,7.0,47800000.0,8.0,7.0,0.0,0.0
410,2019,15335000.0,9.0,12600000.0,5.0,9.0,0.0,0.0
410,2020,-6750000.0,6.0,3500000.0,1.0,6.0,1.0,0.16666666666666666
410,2021,-15100000.0,8.0,9300000.0,4.0,8.0,2.0,0.25
415,2009,0.0,0.0,6000000.0,2.0,3.0,3.0,1.0
415,2010,14725000.0,2.0,0.0,0.0,2.0,1.0,0.5
415,2011,2425000.0,1.0,13340000.0,5.0,3.0,2.0,0.6666666666666666
415,2012,-200000.0,3.0,1000000.0,1.0,4.0,2.0,0.5
415,2013,13200000.0,3.0,13550000.0,8.0,4.0,3.0,0.75
415,2014,13300000.0,2.0,3000000.0,3.0,2.0,0.0,0.0
415,2015,-5000000.0,2.0,2900000.0,2.0,2.0,0.0,0.0
415,2016,-25500000.0,2.0,13000000.0,5.0,2.0,0.0,0.0
415,2017,1350000.0,4.0,3500000.0,1.0,4.0,0.0,0.0
415,2018,-4250000.0,4.0,18450000.0,7.0,4.0,0.0,0.0
415,2019,-6450000.0,5.0,14000000.0,3.0,5.0,0.0,0.0
416,2012,3530000.0,3.0,24280000.0,10.0,3.0,0.0,0.0
416,2013,13065000.0,4.0,19900000.0,6.0,5.0,3.0,0.6
416,2014,-4790000.0,4.0,22300000.0,7.0,5.0,0.0,0.0
416,2015,4500000.0,4.0,27200000.0,7.0,4.0,1.0,0.25
416,2016,1880000.0,5.0,27980000.0,9.0,7.0,1.0,0.14285714285714285
416,2017,44650000.0,9.0,18850000.0,4.0,10.0,2.0,0.2
416,2018,4100000.0,5.0,49550000.0,7.0,5.0,0.0,0.0
416,2019,14200000.0,4.0,27300000.0,4.0,4.0,0.0,0.0
416,2020,2200000.0,3.0,43650000.0,5.0,3.0,1.0,0.3333333333333333
416,2021,2000000.0,3.0,7400000.0,3.0,3.0,0.0,0.0
417,2009,0.0,0.0,3500000.0,2.0,3.0,3.0,1.0
417,2010,16650000.0,2.0,1300000.0,2.0,3.0,3.0,1.0
417,2011,100000.0,2.0,8100000.0,5.0,2.0,0.0,0.0
417,2012,6000000.0,4.0,6000000.0,3.0,5.0,1.0,0.2
417,2014,-2000000.0,2.0,1300000.0,2.0,3.0,1.0,0.3333333333333333
417,2015,-14600000.0,3.0,4100000.0,4.0,3.0,0.0,0.0
417,2016,7100000.0,2.0,15250000.0,7.0,2.0,0.0,0.0
417,2017,21600000.0,3.0,26300000.0,6.0,3.0,0.0,0.0
417,2018,10200000.0,5.0,28000000.0,4.0,5.0,0.0,0.0
417,2019,-25800000.0,5.0,50000000.0,4.0,5.0,0.0,0.0
417,2020,-3690000.0,6.0,29230000.0,6.0,6.0,0.0,0.0
417,2021,-800000.0,4.0,48000000.0,6.0,4.0,0.0,0.0
418,2009,14200000.0,3.0,258500000.0,8.0,9.0,8.0,0.8888888888888888
418,2010,0.0,0.0,89000000.0,6.0,1.0,1.0,1.0
418,2011,0.0,0.0,56000000.0,4.0,1.0,1.0,1.0
418,2012,-12500000.0,1.0,38500000.0,2.0,5.0,2.0,0.4
418,2013,101200000.0,5.0,175500000.0,5.0,5.0,1.0,0.2
418,2014,30300000.0,3.0,123000000.0,4.0,5.0,0.0,0.0
418,2015,9000000.0,1.0,85400000.0,6.0,1.0,0.0,0.0
418,2016,23500000.0,4.0,30000000.0,1.0,4.0,1.0,0.25
418,2017,22300000.0,5.0,40500000.0,2.0,5.0,1.0,0.2
418,2018,67800000.0,4.0,162750000.0,8.0,4.0,0.0,0.0
418,2019,-67500000.0,5.0,353500000.0,7.0,5.0,0.0,0.0
418,2020,-30300000.0,7.0,0.0,0.0,7.0,0.0,0.0
418,2021,-35000000.0,2.0,31000000.0,1.0,2.0,0.0,0.0
430,2009,27550000.0,3.0,35450000.0,10.0,7.0,6.0,0.8571428571428571
430,2010,1100000.0,1.0,22800000.0,6.0,2.0,1.0,0.5
430,2011,-149000.0,1.0,17935000.0,12.0,6.0,2.0,0.3333333333333333
430,2012,24350000.0,3.0,38090000.0,12.0,4.0,1.0,0.25
430,2013,18200000.0,3.0,53300000.0,6.0,3.0,1.0,0.3333333333333333
430,2014,18850000.0,3.0,7600000.0,3.0,4.0,0.0,0.0
430,2015,-3800000.0,7.0,20900000.0,7.0,7.0,1.0,0.14285714285714285
430,2016,-19850000.0,7.0,11900000.0,5.0,9.0,2.0,0.2222222222222222
430,2017,40000000.0,7.0,77400000.0,16.0,8.0,1.0,0.125
430,2018,1460000.0,6.0,53900000.0,11.0,6.0,1.0,0.16666666666666666
430,2019,-5580000.0,4.0,46400000.0,6.0,4.0,0.0,0.0
430,2020,-14100000.0,4.0,48500000.0,6.0,4.0,0.0,0.0
430,2021,-7300000.0,6.0,29000000.0,3.0,6.0,1.0,0.16666666666666666
458,2009,0.0,0.0,16600000.0,5.0,3.0,3.0,1.0
458,2010,5575000.0,4.0,32781000.0,14.0,5.0,4.0,0.8
458,2011,49100000.0,8.0,45780000.0,16.0,14.0,6.0,0.42857142857142855
458,2012,-2345000.0,5.0,22550000.0,9.0,9.0,3.0,0.3333333333333333
458,2014,13100000.0,3.0,19700000.0,9.0,3.0,3.0,1.0
458,2015,-33700000.0,5.0,12250000.0,9.0,5.0,0.0,0.0
458,2016,12850000.0,6.0,8180000.0,6.0,6.0,0.0,0.0
467,2009,0.0,0.0,2270000.0,2.0,1.0,1.0,1.0
467,2010,150000.0,1.0,0.0,0.0,1.0,1.0,1.0
467,2011,-1770000.0,1.0,0.0,0.0,3.0,0.0,0.0
467,2012,-3250000.0,1.0,300000.0,1.0,2.0,0.0,0.0
467,2013,-75000.0,1.0,800000.0,3.0,1.0,0.0,0.0
467,2015,-3050000.0,2.0,450000.0,2.0,2.0,0.0,0.0
467,2016,300000.0,1.0,975000.0,4.0,1.0,1.0,1.0
468,2009,0.0,0.0,50000.0,1.0,0.0,0.0,0.0
468,2017,-13750000.0,2.0,0.0,0.0,2.0,2.0,1.0
468,2019,-1625000.0,2.0,0.0,0.0,2.0,1.0,0.5
468,2020,-100000.0,2.0,100000.0,1.0,2.0,0.0,0.0
468,2021,5925000.0,2.0,0.0,0.0,2.0,0.0,0.0
472,2015,0.0,0.0,6400000.0,3.0,0.0,0.0,0.0
472,2016,0.0,0.0,2400000.0,2.0,0.0,0.0,0.0
472,2017,19000000.0,2.0,350000.0,1.0,2.0,1.0,0.5
499,2009,2300000.0,1.0,0.0,0.0,2.0,2.0,1.0
499,2010,600000.0,2.0,5800000.0,3.0,3.0,3.0,1.0
499,2011,0.0,1.0,2420000.0,3.0,1.0,1.0,1.0
499,2012,4250000.0,2.0,2550000.0,2.0,2.0,1.0,0.5
499,2013,22950000.0,2.0,0.0,0.0,3.0,0.0,0.0
499,2014,0.0,0.0,500000.0,1.0,0.0,0.0,0.0
499,2015,1550000.0,2.0,1450000.0,3.0,2.0,0.0,0.0
499,2016,-300000.0,4.0,600000.0,1.0,4.0,0.0,0.0
499,2017,4025000.0,5.0,4450000.0,5.0,5.0,1.0,0.2
499,2018,-1900000.0,1.0,4140000.0,4.0,1.0,0.0,0.0
499,2019,400000.0,3.0,2500000.0,3.0,3.0,0.0,0.0
499,2021,0.0,0.0,1830000.0,1.0,0.0,0.0,0.0
506,2009,3300000.0,1.0,57300000.0,4.0,4.0,3.0,0.75
506,2010,20800000.0,4.0,47300000.0,5.0,7.0,5.0,0.7142857142857143
506,2011,4650000.0,4.0,99330000.0,13.0,7.0,4.0,0.5714285714285714
506,2012,-26775000.0,5.0,71800000.0,8.0,7.0,4.0,0.5714285714285714
506,2013,1350000.0,8.0,45500000.0,13.0,11.0,2.0,0.18181818181818182
506,2014,12650000.0,6.0,57600000.0,15.0,8.0,2.0,0.25
506,2015,23930000.0,7.0,180199000.0,14.0,7.0,0.0,0.0
506,2016,41900000.0,11.0,155800000.0,6.0,12.0,0.0,0.0
506,2017,42200000.0,18.0,159100000.0,11.0,18.0,5.0,0.2777777777777778
506,2018,52620000.0,10.0,259100000.0,7.0,10.0,2.0,0.2
506,2019,36044000.0,13.0,223500000.0,6.0,13.0,2.0,0.15384615384615385
506,2020,57400000.0,5.0,108200000.0,4.0,5.0,2.0,0.4
506,2021,-49000000.0,2.0,23900000.0,3.0,2.0,0.0,0.0
512,2009,0.0,0.0,26050000.0,6.0,3.0,3.0,1.0
512,2010,0.0,0.0,21100000.0,5.0,3.0,2.0,0.6666666666666666
512,2011,-100000.0,1.0,24800000.0,3.0,3.0,2.0,0.6666666666666666
512,2012,0.0,0.0,23680000.0,7.0,1.0,0.0,0.0
512,2013,0.0,0.0,6400000.0,2.0,0.0,0.0,0.0
512,2014,1500000.0,1.0,1800000.0,1.0,2.0,0.0,0.0
512,2015,9800000.0,2.0,53650000.0,5.0,3.0,0.0,0.0
512,2016,2290000.0,1.0,36425000.0,6.0,1.0,0.0,0.0
512,2017,15740000.0,4.0,49300000.0,4.0,6.0,1.0,0.16666666666666666
533,2009,0.0,0.0,16100000.0,3.0,1.0,1.0,1.0
533,2010,17000000.0,2.0,22450000.0,7.0,6.0,4.0,0.6666666666666666
533,2011,0.0,0.0,4900000.0,7.0,2.0,1.0,0.5
533,2012,11400000.0,5.0,24900000.0,9.0,7.0,3.0,0.42857142857142855
533,2013,150000.0,2.0,9900000.0,5.0,3.0,0.0,0.0
533,2014,-25605000.0,7.0,19200000.0,7.0,7.0,0.0,0.0
533,2015,-3875000.0,8.0,23400000.0,9.0,9.0,1.0,0.1111111111111111
533,2016,-6300000.0,7.0,27438000.0,7.0,7.0,0.0,0.0
533,2017,-17700000.0,5.0,13700000.0,3.0,6.0,0.0,0.0
533,2018,-550000.0,4.0,31500000.0,6.0,4.0,0.0,0.0
533,2019,43050000.0,8.0,55000000.0,6.0,8.0,0.0,0.0
533,2020,-8800000.0,3.0,3750000.0,2.0,3.0,0.0,0.0
533,2021,-1000000.0,1.0,0.0,0.0,1.0,0.0,0.0
543,2009,-70000.0,1.0,19200000.0,6.0,3.0,3.0,1.0
543,2010,685000.0,1.0,20215000.0,8.0,4.0,2.0,0.5
543,2011,55000.0,4.0,12050000.0,3.0,4.0,2.0,0.5
543,2018,15100000.0,6.0,108250000.0,9.0,6.0,4.0,0.6666666666666666
543,2019,3200000.0,2.0,116700000.0,7.0,2.0,1.0,0.5
543,2020,10200000.0,3.0,84800000.0,5.0,3.0,0.0,0.0
543,2021,3500000.0,3.0,26300000.0,4.0,3.0,1.0,0.3333333333333333
583,2009,-475000.0,2.0,15500000.0,4.0,5.0,5.0,1.0
583,2010,6775000.0,1.0,9000000.0,3.0,1.0,1.0,1.0
583,2011,6200000.0,3.0,107100000.0,11.0,4.0,3.0,0.75
583,2012,1900000.0,1.0,151000000.0,6.0,2.0,1.0,0.5
583,2013,17500000.0,2.0,135900000.0,4.0,2.0,1.0,0.5
583,2014,0.0,0.0,49500000.0,1.0,2.0,1.0,0.5
583,2015,-24000000.0,1.0,116100000.0,5.0,3.0,0.0,0.0
583,2016,18600000.0,4.0,134500000.0,6.0,4.0,0.0,0.0
583,2017,48400000.0,5.0,238000000.0,2.0,5.0,0.0,0.0
583,2018,24500000.0,6.0,227000000.0,4.0,6.0,0.0,0.0
583,2019,-49400000.0,9.0,95000000.0,4.0,9.0,0.0,0.0
583,2020,-800000.0,1.0,57500000.0,3.0,1.0,0.0,0.0
583,2021,-3000000.0,1.0,76000000.0,2.0,1.0,0.0,0.0
595,2012,-6575000.0,2.0,0.0,0.0,2.0,2.0,1.0
595,2013,1850000.0,1.0,1000000.0,1.0,1.0,0.0,0.0
595,2014,-2500000.0,1.0,100000.0,1.0,1.0,1.0,1.0
595,2015,-500000.0,1.0,0.0,0.0,1.0,0.0,0.0
595,2016,-850000.0,4.0,250000.0,1.0,4.0,0.0,0.0
603,2013,-2660000.0,2.0,44015000.0,10.0,2.0,1.0,0.5
603,2018,0.0,0.0,51200000.0,6.0,0.0,0.0,0.0
607,2021,-600000.0,1.0,15890000.0,5.0,1.0,1.0,1.0
610,2009,11100000.0,1.0,12300000.0,3.0,1.0,1.0,1.0
610,2010,13600000.0,3.0,5000000.0,1.0,3.0,3.0,1.0
610,2011,6680000.0,2.0,13280000.0,5.0,3.0,2.0,0.6666666666666666
610,2012,18750000.0,6.0,5720000.0,3.0,8.0,5.0,0.625
610,2013,-3000000.0,1.0,6800000.0,2.0,4.0,1.0,0.25
610,2014,11250000.0,7.0,12300000.0,5.0,7.0,4.0,0.5714285714285714
610,2015,5250000.0,2.0,11300000.0,3.0,2.0,0.0,0.0
610,2016,23500000.0,10.0,43500000.0,4.0,10.0,0.0,0.0
610,2017,20700000.0,5.0,26250000.0,7.0,5.0,0.0,0.0
610,2018,-450000.0,2.0,52950000.0,5.0,2.0,0.0,0.0
610,2019,3000000.0,10.0,56700000.0,6.0,10.0,0.0,0.0
610,2020,-3500000.0,5.0,63200000.0,5.0,5.0,0.0,0.0
610,2021,-21000000.0,5.0,18500000.0,3.0,5.0,0.0,0.0
618,2009,11400000.0,1.0,18500000.0,5.0,3.0,3.0,1.0
618,2010,800000.0,1.0,3925000.0,4.0,2.0,1.0,0.5
618,2011,18700000.0,5.0,15600000.0,9.0,6.0,4.0,0.6666666666666666
618,2012,3700000.0,2.0,4500000.0,2.0,2.0,0.0,0.0
618,2013,-22400000.0,4.0,15500000.0,4.0,4.0,0.0,0.0
618,2014,0.0,0.0,4000000.0,1.0,0.0,0.0,0.0
618,2015,-15050000.0,3.0,20300000.0,8.0,4.0,0.0,0.0
618,2016,375000.0,3.0,7000000.0,2.0,3.0,1.0,0.3333333333333333
618,2017,-10300000.0,5.0,19300000.0,5.0,5.0,0.0,0.0
618,2018,9300000.0,5.0,15000000.0,3.0,5.0,0.0,0.0
618,2019,10250000.0,5.0,13000000.0,5.0,5.0,0.0,0.0
618,2020,-10600000.0,5.0,4900000.0,2.0,5.0,0.0,0.0
621,2009,0.0,0.0,2350000.0,2.0,0.0,0.0,0.0
621,2010,0.0,0.0,2720000.0,2.0,0.0,0.0,0.0
621,2011,0.0,0.0,7500000.0,1.0,0.0,0.0,0.0
621,2012,35500000.0,1.0,2500000.0,1.0,1.0,1.0,1.0
621,2013,0.0,0.0,15400000.0,4.0,0.0,0.0,0.0
621,2014,23000000.0,1.0,1000000.0,1.0,1.0,0.0,0.0
621,2015,0.0,0.0,10000000.0,1.0,0.0,0.0,0.0
621,2017,20000000.0,1.0,32000000.0,1.0,1.0,0.0,0.0
621,2018,67000000.0,1.0,32900000.0,5.0,1.0,0.0,0.0
621,2020,0.0,0.0,12000000.0,1.0,0.0,0.0,0.0
630,2009,5000000.0,1.0,5700000.0,4.0,2.0,1.0,0.5
630,2010,-14000000.0,1.0,0.0,0.0,2.0,1.0,0.5
630,2011,1600000.0,1.0,0.0,0.0,2.0,0.0,0.0
631,2009,550000.0,1.0,30000000.0,3.0,2.0,2.0,1.0
631,2010,5550000.0,3.0,121500000.0,6.0,4.0,4.0,1.0
631,2011,12360000.0,5.0,96450000.0,10.0,6.0,3.0,0.5
631,2012,13000000.0,1.0,109700000.0,8.0,2.0,0.0,0.0
631,2013,-34770000.0,3.0,130350000.0,9.0,4.0,1.0,0.25
631,2014,-18440000.0,4.0,137700000.0,6.0,7.0,1.0,0.14285714285714285
631,2015,21940000.0,6.0,89500000.0,8.0,7.0,2.0,0.2857142857142857
631,2016,-46500000.0,6.0,132800000.0,4.0,6.0,0.0,0.0
631,2017,93100000.0,8.0,260500000.0,9.0,8.0,0.0,0.0
631,2018,-21000000.0,2.0,201000000.0,3.0,2.0,0.0,0.0
631,2019,108400000.0,6.0,45000000.0,1.0,6.0,0.0,0.0
631,2020,-17500000.0,3.0,247200000.0,5.0,3.0,0.0,0.0
631,2021,-11700000.0,6.0,115000000.0,1.0,6.0,0.0,0.0
641,2016,9200000.0,4.0,47950000.0,8.0,4.0,3.0,0.75
642,2011,0.0,0.0,375000.0,3.0,0.0,0.0,0.0
642,2015,-250000.0,1.0,50000.0,1.0,1.0,1.0,1.0
648,2009,0.0,0.0,300000.0,1.0,0.0,0.0,0.0
667,2017,1500000.0,1.0,5400000.0,5.0,1.0,1.0,1.0
667,2018,10000000.0,1.0,15750000.0,6.0,1.0,1.0,1.0
667,2019,500000.0,4.0,11000000.0,5.0,4.0,1.0,0.25
667,2020,-3500000.0,1.0,12000000.0,2.0,1.0,0.0,0.0
667,2021,-3500000.0,2.0,3000000.0,2.0,2.0,0.0,0.0
681,2010,0.0,0.0,4200000.0,3.0,0.0,0.0,0.0
681,2012,0.0,0.0,14000000.0,1.0,1.0,0.0,0.0
681,2013,26000000.0,1.0,6500000.0,2.0,1.0,0.0,0.0
681,2014,2200000.0,3.0,12000000.0,2.0,3.0,2.0,0.6666666666666666
681,2015,0.0,0.0,23200000.0,3.0,0.0,0.0,0.0
681,2016,8900000.0,2.0,18000000.0,3.0,2.0,0.0,0.0
681,2017,15000000.0,3.0,25500000.0,3.0,3.0,0.0,0.0
681,2018,19300000.0,2.0,12000000.0,1.0,2.0,1.0,0.5
681,2019,5000000.0,1.0,29750000.0,4.0,1.0,0.0,0.0
681,2020,950000.0,3.0,10000000.0,1.0,3.0,0.0,0.0
681,2021,0.0,0.0,500000.0,1.0,0.0,0.0,0.0
714,2009,3250000.0,2.0,5000000.0,2.0,4.0,3.0,0.75
714,2010,9600000.0,2.0,10900000.0,4.0,4.0,2.0,0.5
714,2011,6350000.0,2.0,6500000.0,3.0,4.0,2.0,0.5
714,2012,4050000.0,2.0,3350000.0,3.0,3.0,0.0,0.0
714,2013,8250000.0,3.0,750000.0,2.0,3.0,0.0,0.0
714,2014,-1500000.0,2.0,2200000.0,2.0,2.0,0.0,0.0
714,2015,-5300000.0,4.0,3150000.0,3.0,5.0,1.0,0.2
714,2016,-900000.0,2.0,18200000.0,6.0,2.0,0.0,0.0
714,2017,-30500000.0,4.0,16550000.0,4.0,5.0,0.0,0.0
714,2018,-14900000.0,3.0,20000000.0,3.0,3.0,0.0,0.0
714,2019,9500000.0,3.0,61500000.0,6.0,3.0,0.0,0.0
714,2021,0.0,0.0,5500000.0,4.0,0.0,0.0,0.0
720,2009,39250000.0,3.0,30230000.0,10.0,9.0,9.0,1.0
720,2010,21800000.0,1.0,36000000.0,7.0,6.0,6.0,1.0
720,2011,37800000.0,1.0,44940000.0,7.0,2.0,0.0,0.0
720,2012,59425000.0,6.0,13070000.0,4.0,7.0,2.0,0.2857142857142857
720,2013,47500000.0,3.0,34700000.0,7.0,4.0,0.0,0.0
720,2014,71760000.0,5.0,49500000.0,9.0,6.0,2.0,0.3333333333333333
720,2015,43150000.0,8.0,44000000.0,8.0,9.0,2.0,0.2222222222222222
720,2016,6733000.0,4.0,40650000.0,6.0,5.0,0.0,0.0
720,2017,-16700000.0,5.0,21000000.0,2.0,5.0,0.0,0.0
720,2018,5050000.0,9.0,40060000.0,11.0,9.0,0.0,0.0
720,2019,11500000.0,5.0,63250000.0,8.0,5.0,0.0,0.0
720,2020,8450000.0,7.0,20710000.0,4.0,7.0,0.0,0.0
720,2021,0.0,2.0,23700000.0,4.0,2.0,0.0,0.0
749,2014,-342000.0,3.0,360000.0,1.0,3.0,3.0,1.0
749,2015,-2800000.0,2.0,5300000.0,3.0,2.0,2.0,1.0
749,2016,8000000.0,1.0,7000000.0,4.0,1.0,1.0,1.0
749,2018,11900000.0,5.0,13800000.0,6.0,5.0,2.0,0.4
749,2021,900000.0,5.0,9000000.0,6.0,5.0,3.0,0.6
750,2009,-1450000.0,2.0,7500000.0,4.0,3.0,3.0,1.0
750,2010,700000.0,1.0,3300000.0,2.0,2.0,2.0,1.0
750,2011,8825000.0,1.0,5250000.0,4.0,2.0,0.0,0.0
750,2012,14510000.0,3.0,7550000.0,4.0,4.0,2.0,0.5
750,2013,100000.0,2.0,3150000.0,3.0,2.0,2.0,1.0
762,2010,40000000.0,1.0,11480000.0,3.0,1.0,1.0,1.0
762,2011,880000.0,1.0,27000000.0,6.0,4.0,4.0,1.0
762,2012,-500000.0,1.0,31965000.0,9.0,3.0,2.0,0.6666666666666666
762,2013,70000.0,1.0,0.0,0.0,2.0,0.0,0.0
762,2014,13200000.0,3.0,43020000.0,7.0,3.0,0.0,0.0
762,2015,1200000.0,3.0,106910000.0,8.0,4.0,0.0,0.0
762,2017,-12590000.0,6.0,39300000.0,5.0,6.0,2.0,0.3333333333333333
762,2018,-80850000.0,6.0,56400000.0,6.0,6.0,1.0,0.16666666666666666
762,2019,11640000.0,2.0,67400000.0,3.0,2.0,0.0,0.0
762,2020,-925000.0,1.0,39000000.0,3.0,1.0,1.0,1.0
762,2021,0.0,0.0,29400000.0,1.0,0.0,0.0,0.0
798,2014,-25000.0,1.0,0.0,0.0,1.0,1.0,1.0
798,2015,-225000.0,1.0,300000.0,1.0,1.0,1.0,1.0
798,2017,0.0,0.0,300000.0,1.0,0.0,0.0,0.0
798,2018,150000.0,1.0,0.0,0.0,1.0,0.0,0.0
800,2009,10930000.0,3.0,10500000.0,6.0,4.0,4.0,1.0
